Provider_ID,Measure,Rate
260113,"Blood Incompatibility",0
260113,"Falls and Trauma",0.587
260119,"Foreign Object Retained After Surgery",0
260119,"Air Embolism",0
260119,"Blood Incompatibility",0
260119,"Falls and Trauma",0.409
260137,"Foreign Object Retained After Surgery",0
260137,"Air Embolism",0
260137,"Blood Incompatibility",0
260137,"Falls and Trauma",0.546
260138,"Foreign Object Retained After Surgery",0
260138,"Air Embolism",0
260138,"Blood Incompatibility",0
260138,"Falls and Trauma",0.41
260141,"Foreign Object Retained After Surgery",0
260141,"Air Embolism",0
260141,"Blood Incompatibility",0
260141,"Falls and Trauma",0.575
260142,"Foreign Object Retained After Surgery",0
260142,"Air Embolism",0
260142,"Blood Incompatibility",0
260142,"Falls and Trauma",0
260160,"Foreign Object Retained After Surgery",0
260160,"Air Embolism",0
260160,"Blood Incompatibility",0
260160,"Falls and Trauma",0
260162,"Foreign Object Retained After Surgery",0
260162,"Air Embolism",0
260162,"Blood Incompatibility",0
260162,"Falls and Trauma",0.501
260163,"Foreign Object Retained After Surgery",0
260163,"Air Embolism",0
260163,"Blood Incompatibility",0
260163,"Falls and Trauma",0
260175,"Foreign Object Retained After Surgery",0
260175,"Air Embolism",0
260175,"Blood Incompatibility",0
260175,"Falls and Trauma",0.762
260176,"Foreign Object Retained After Surgery",0
260176,"Air Embolism",0
260176,"Blood Incompatibility",0
260176,"Falls and Trauma",0
260177,"Foreign Object Retained After Surgery",0
260177,"Air Embolism",0
260177,"Blood Incompatibility",0
260177,"Falls and Trauma",0
260179,"Foreign Object Retained After Surgery",0
260179,"Air Embolism",0
260179,"Blood Incompatibility",0
260179,"Falls and Trauma",0.189
260180,"Foreign Object Retained After Surgery",0
260180,"Air Embolism",0
260180,"Blood Incompatibility",0
260180,"Falls and Trauma",0.386
260183,"Foreign Object Retained After Surgery",0
260183,"Air Embolism",0
260183,"Blood Incompatibility",0
260183,"Falls and Trauma",0.892
260186,"Foreign Object Retained After Surgery",0
260186,"Air Embolism",0
260186,"Blood Incompatibility",0
260186,"Falls and Trauma",0
260190,"Foreign Object Retained After Surgery",0
260190,"Air Embolism",0
260190,"Blood Incompatibility",0
260190,"Falls and Trauma",0.311
260191,"Foreign Object Retained After Surgery",0
260191,"Air Embolism",0
260191,"Blood Incompatibility",0
260191,"Falls and Trauma",0.527
260193,"Foreign Object Retained After Surgery",0
260193,"Air Embolism",0
260193,"Blood Incompatibility",0
260193,"Falls and Trauma",0
260195,"Foreign Object Retained After Surgery",0
260195,"Air Embolism",0
260195,"Blood Incompatibility",0
260195,"Falls and Trauma",0
260200,"Foreign Object Retained After Surgery",0
260200,"Air Embolism",0
260200,"Blood Incompatibility",0
260200,"Falls and Trauma",0
260214,"Foreign Object Retained After Surgery",0
260214,"Air Embolism",0
260214,"Blood Incompatibility",0
260214,"Falls and Trauma",0.571
260216,"Foreign Object Retained After Surgery",0
260216,"Air Embolism",0
260216,"Blood Incompatibility",0
260216,"Falls and Trauma",0
260219,"Foreign Object Retained After Surgery",0
260219,"Air Embolism",0
260219,"Blood Incompatibility",0
260219,"Falls and Trauma",0
270003,"Foreign Object Retained After Surgery",0
270003,"Air Embolism",0
270003,"Blood Incompatibility",0
270003,"Falls and Trauma",1.111
270004,"Foreign Object Retained After Surgery",0
270004,"Air Embolism",0
270004,"Blood Incompatibility",0
270004,"Falls and Trauma",0.492
270012,"Foreign Object Retained After Surgery",0
270012,"Air Embolism",0
270012,"Blood Incompatibility",0
270012,"Falls and Trauma",0.701
270014,"Foreign Object Retained After Surgery",0.256
270014,"Air Embolism",0
270014,"Blood Incompatibility",0
270014,"Falls and Trauma",0.511
270017,"Foreign Object Retained After Surgery",0
270017,"Air Embolism",0
270017,"Blood Incompatibility",0
270017,"Falls and Trauma",0
270023,"Foreign Object Retained After Surgery",0
270023,"Air Embolism",0
270023,"Blood Incompatibility",0
270023,"Falls and Trauma",0
270049,"Foreign Object Retained After Surgery",0
270049,"Air Embolism",0
270049,"Blood Incompatibility",0
270049,"Falls and Trauma",0.294
270051,"Foreign Object Retained After Surgery",0
270051,"Air Embolism",0
270051,"Blood Incompatibility",0
270051,"Falls and Trauma",1.648
270057,"Foreign Object Retained After Surgery",0
270057,"Air Embolism",0
270057,"Blood Incompatibility",0
270057,"Falls and Trauma",0.256
270074,"Foreign Object Retained After Surgery",0
270074,"Air Embolism",0
270074,"Blood Incompatibility",0
270074,"Falls and Trauma",0
270086,"Foreign Object Retained After Surgery",0
270086,"Air Embolism",0
270086,"Blood Incompatibility",0
270086,"Falls and Trauma",0
280003,"Foreign Object Retained After Surgery",0
280003,"Air Embolism",0
280003,"Blood Incompatibility",0
280003,"Falls and Trauma",0.498
280009,"Foreign Object Retained After Surgery",0
280009,"Air Embolism",0
280009,"Blood Incompatibility",0
280009,"Falls and Trauma",0
280013,"Foreign Object Retained After Surgery",0
280013,"Air Embolism",0
280013,"Blood Incompatibility",0
280013,"Falls and Trauma",0.596
280020,"Foreign Object Retained After Surgery",0
280020,"Air Embolism",0
280020,"Blood Incompatibility",0
280020,"Falls and Trauma",0
280023,"Foreign Object Retained After Surgery",0
280023,"Air Embolism",0
280023,"Blood Incompatibility",0
280023,"Falls and Trauma",0
280032,"Foreign Object Retained After Surgery",0
280032,"Air Embolism",0
280032,"Blood Incompatibility",0
280032,"Falls and Trauma",1.246
280040,"Foreign Object Retained After Surgery",0
280040,"Air Embolism",0
280040,"Blood Incompatibility",0
280040,"Falls and Trauma",0.463
280059,"Foreign Object Retained After Surgery",0
280059,"Air Embolism",0
280059,"Blood Incompatibility",0
280059,"Falls and Trauma",0
280060,"Foreign Object Retained After Surgery",0
280060,"Air Embolism",0
280060,"Blood Incompatibility",0
280060,"Falls and Trauma",0.585
280061,"Foreign Object Retained After Surgery",0
280061,"Air Embolism",0
280061,"Blood Incompatibility",0
280061,"Falls and Trauma",0.291
280065,"Foreign Object Retained After Surgery",0
280065,"Air Embolism",0
280065,"Blood Incompatibility",0
280065,"Falls and Trauma",0.808
280077,"Foreign Object Retained After Surgery",0
280077,"Air Embolism",0
280077,"Blood Incompatibility",0
280077,"Falls and Trauma",0.55
280081,"Foreign Object Retained After Surgery",0
280081,"Air Embolism",0
280081,"Blood Incompatibility",0
280081,"Falls and Trauma",0.75
280105,"Foreign Object Retained After Surgery",0
280105,"Air Embolism",0
280105,"Blood Incompatibility",0
280105,"Falls and Trauma",1.355
280111,"Foreign Object Retained After Surgery",0
280111,"Air Embolism",0
280111,"Blood Incompatibility",0
280111,"Falls and Trauma",0
280125,"Foreign Object Retained After Surgery",0
280125,"Air Embolism",0
280125,"Blood Incompatibility",0
280125,"Falls and Trauma",0.356
280127,"Foreign Object Retained After Surgery",0
280127,"Air Embolism",0
280127,"Blood Incompatibility",0
280127,"Falls and Trauma",0
280128,"Foreign Object Retained After Surgery",0
280128,"Air Embolism",0
280128,"Blood Incompatibility",0
280128,"Falls and Trauma",0.521
280129,"Foreign Object Retained After Surgery",0
280129,"Air Embolism",0
280129,"Blood Incompatibility",0
280129,"Falls and Trauma",3.817
280130,"Foreign Object Retained After Surgery",0
280130,"Air Embolism",0
280130,"Blood Incompatibility",0
280130,"Falls and Trauma",0
280131,"Foreign Object Retained After Surgery",0
280131,"Air Embolism",0
280131,"Blood Incompatibility",0
280131,"Falls and Trauma",0
280132,"Foreign Object Retained After Surgery",0
280132,"Air Embolism",0
280132,"Blood Incompatibility",0
280132,"Falls and Trauma",0
280133,"Foreign Object Retained After Surgery",0
280133,"Air Embolism",0
280133,"Blood Incompatibility",0
280133,"Falls and Trauma",0
280134,"Foreign Object Retained After Surgery",0
280134,"Air Embolism",0
280134,"Blood Incompatibility",0
280134,"Falls and Trauma",0
280139,"Foreign Object Retained After Surgery",0
280139,"Air Embolism",0
280139,"Blood Incompatibility",0
280139,"Falls and Trauma",0.775
290001,"Foreign Object Retained After Surgery",0.061
290001,"Air Embolism",0
290001,"Blood Incompatibility",0
290001,"Falls and Trauma",0.489
290003,"Foreign Object Retained After Surgery",0.086
290003,"Air Embolism",0
290003,"Blood Incompatibility",0
290003,"Falls and Trauma",0.171
290005,"Foreign Object Retained After Surgery",0
290005,"Air Embolism",0
290005,"Blood Incompatibility",0
290005,"Falls and Trauma",0
290007,"Foreign Object Retained After Surgery",0
290007,"Air Embolism",0
290007,"Blood Incompatibility",0
290007,"Falls and Trauma",0.172
290008,"Foreign Object Retained After Surgery",0
290008,"Air Embolism",0
290008,"Blood Incompatibility",0
290008,"Falls and Trauma",0
290009,"Foreign Object Retained After Surgery",0
290009,"Air Embolism",0
290009,"Blood Incompatibility",0
290009,"Falls and Trauma",0.677
290012,"Foreign Object Retained After Surgery",0
290012,"Air Embolism",0
290012,"Blood Incompatibility",0
290012,"Falls and Trauma",0
290019,"Foreign Object Retained After Surgery",0
290019,"Air Embolism",0
290019,"Blood Incompatibility",0
290019,"Falls and Trauma",0.298
290021,"Foreign Object Retained After Surgery",0
290021,"Air Embolism",0
290021,"Blood Incompatibility",0
290021,"Falls and Trauma",0.578
290032,"Foreign Object Retained After Surgery",0
290032,"Air Embolism",0
290032,"Blood Incompatibility",0
290032,"Falls and Trauma",0
290039,"Foreign Object Retained After Surgery",0
290039,"Air Embolism",0
290039,"Blood Incompatibility",0
290039,"Falls and Trauma",0.082
290041,"Foreign Object Retained After Surgery",0
290041,"Air Embolism",0
290041,"Blood Incompatibility",0
290041,"Falls and Trauma",0.15
290045,"Foreign Object Retained After Surgery",0
290045,"Air Embolism",0
290045,"Blood Incompatibility",0
290045,"Falls and Trauma",0.301
290046,"Foreign Object Retained After Surgery",0
290046,"Air Embolism",0
290046,"Blood Incompatibility",0
290046,"Falls and Trauma",0.171
290047,"Foreign Object Retained After Surgery",0
290047,"Air Embolism",0
290047,"Blood Incompatibility",0
290047,"Falls and Trauma",0
290049,"Foreign Object Retained After Surgery",0
290049,"Air Embolism",0
290049,"Blood Incompatibility",0
290049,"Falls and Trauma",0
290053,"Foreign Object Retained After Surgery",0
290053,"Air Embolism",0
290053,"Blood Incompatibility",0
290053,"Falls and Trauma",0.305
290054,"Foreign Object Retained After Surgery",0
290054,"Air Embolism",0
290054,"Blood Incompatibility",0
290054,"Falls and Trauma",0.638
290057,"Foreign Object Retained After Surgery",0
290057,"Air Embolism",0
290057,"Blood Incompatibility",0
290057,"Falls and Trauma",0.297
290058,"Foreign Object Retained After Surgery",0
290058,"Air Embolism",0
290058,"Blood Incompatibility",0
290058,"Falls and Trauma",0
300001,"Foreign Object Retained After Surgery",0
300001,"Air Embolism",0
300001,"Blood Incompatibility",0
300001,"Falls and Trauma",0.869
300003,"Foreign Object Retained After Surgery",0
300003,"Air Embolism",0
300003,"Blood Incompatibility",0
300003,"Falls and Trauma",0.457
300005,"Foreign Object Retained After Surgery",0
300005,"Air Embolism",0
300005,"Blood Incompatibility",0
300005,"Falls and Trauma",0
300011,"Foreign Object Retained After Surgery",0
300011,"Air Embolism",0
300011,"Blood Incompatibility",0
300011,"Falls and Trauma",0.556
300012,"Foreign Object Retained After Surgery",0
300012,"Air Embolism",0
300012,"Blood Incompatibility",0
300012,"Falls and Trauma",0.434
300014,"Foreign Object Retained After Surgery",0
300014,"Air Embolism",0
300014,"Blood Incompatibility",0
300014,"Falls and Trauma",0
300017,"Foreign Object Retained After Surgery",0
300017,"Air Embolism",0
300017,"Blood Incompatibility",0
300017,"Falls and Trauma",0
300018,"Foreign Object Retained After Surgery",0
300018,"Air Embolism",0
300018,"Blood Incompatibility",0
300018,"Falls and Trauma",0.146
300019,"Foreign Object Retained After Surgery",0
300019,"Air Embolism",0
300019,"Blood Incompatibility",0
300019,"Falls and Trauma",0
300020,"Foreign Object Retained After Surgery",0
300020,"Air Embolism",0
300020,"Blood Incompatibility",0
300020,"Falls and Trauma",0.41
300023,"Foreign Object Retained After Surgery",0
300023,"Air Embolism",0
300023,"Blood Incompatibility",0
300023,"Falls and Trauma",0
300029,"Foreign Object Retained After Surgery",0
300029,"Air Embolism",0
300029,"Blood Incompatibility",0
300029,"Falls and Trauma",0.578
300034,"Foreign Object Retained After Surgery",0
300034,"Air Embolism",0.125
300034,"Blood Incompatibility",0
300034,"Falls and Trauma",0
310001,"Foreign Object Retained After Surgery",0
310001,"Air Embolism",0
310001,"Blood Incompatibility",0
310001,"Falls and Trauma",0.508
310002,"Foreign Object Retained After Surgery",0
310002,"Air Embolism",0
310002,"Blood Incompatibility",0
310002,"Falls and Trauma",0
310003,"Foreign Object Retained After Surgery",0
310003,"Air Embolism",0
310003,"Blood Incompatibility",0
310003,"Falls and Trauma",0
310005,"Foreign Object Retained After Surgery",0
310005,"Air Embolism",0
310005,"Blood Incompatibility",0
310005,"Falls and Trauma",0.329
310006,"Foreign Object Retained After Surgery",0
310006,"Air Embolism",0
310006,"Blood Incompatibility",0
310006,"Falls and Trauma",0.853
310008,"Foreign Object Retained After Surgery",0
310008,"Air Embolism",0
310008,"Blood Incompatibility",0
310008,"Falls and Trauma",0.604
310009,"Foreign Object Retained After Surgery",0
310009,"Air Embolism",0
310009,"Blood Incompatibility",0
310009,"Falls and Trauma",0.442
310010,"Foreign Object Retained After Surgery",0
310010,"Air Embolism",0
310010,"Blood Incompatibility",0
310010,"Falls and Trauma",0.106
310011,"Foreign Object Retained After Surgery",0
310011,"Air Embolism",0
310011,"Blood Incompatibility",0
310011,"Falls and Trauma",0.386
310012,"Foreign Object Retained After Surgery",0.062
310012,"Air Embolism",0
310012,"Blood Incompatibility",0
310012,"Falls and Trauma",0.372
310014,"Foreign Object Retained After Surgery",0
310014,"Air Embolism",0
310014,"Blood Incompatibility",0
310014,"Falls and Trauma",0.159
310015,"Foreign Object Retained After Surgery",0.039
310015,"Air Embolism",0
310015,"Blood Incompatibility",0
310015,"Falls and Trauma",0.506
310016,"Foreign Object Retained After Surgery",0
310016,"Air Embolism",0
310016,"Blood Incompatibility",0
310016,"Falls and Trauma",0
310017,"Foreign Object Retained After Surgery",0
310017,"Air Embolism",0
310017,"Blood Incompatibility",0
310017,"Falls and Trauma",0
310019,"Foreign Object Retained After Surgery",0
310019,"Air Embolism",0
310019,"Blood Incompatibility",0
310019,"Falls and Trauma",0.282
310022,"Foreign Object Retained After Surgery",0
310022,"Air Embolism",0
310022,"Blood Incompatibility",0
310022,"Falls and Trauma",0.225
310024,"Foreign Object Retained After Surgery",0
310024,"Air Embolism",0
310024,"Blood Incompatibility",0
310024,"Falls and Trauma",0.625
310025,"Foreign Object Retained After Surgery",0
310025,"Air Embolism",0
310025,"Blood Incompatibility",0
310025,"Falls and Trauma",0
310027,"Foreign Object Retained After Surgery",0
310027,"Air Embolism",0
310027,"Blood Incompatibility",0
310027,"Falls and Trauma",0.436
310028,"Foreign Object Retained After Surgery",0
310028,"Air Embolism",0
310028,"Blood Incompatibility",0
310028,"Falls and Trauma",0.163
310029,"Foreign Object Retained After Surgery",0
310029,"Air Embolism",0
310029,"Blood Incompatibility",0
310029,"Falls and Trauma",0.434
310031,"Foreign Object Retained After Surgery",0
310031,"Air Embolism",0
310031,"Blood Incompatibility",0
310031,"Falls and Trauma",0
310032,"Foreign Object Retained After Surgery",0
310032,"Air Embolism",0
310032,"Blood Incompatibility",0
310032,"Falls and Trauma",0
310034,"Foreign Object Retained After Surgery",0
310034,"Air Embolism",0
310034,"Blood Incompatibility",0
310034,"Falls and Trauma",0.361
310038,"Foreign Object Retained After Surgery",0
310038,"Air Embolism",0
310038,"Blood Incompatibility",0
310038,"Falls and Trauma",0.198
310039,"Foreign Object Retained After Surgery",0
310039,"Air Embolism",0
310039,"Blood Incompatibility",0
310039,"Falls and Trauma",0.162
310040,"Foreign Object Retained After Surgery",0
310040,"Air Embolism",0
310040,"Blood Incompatibility",0
310040,"Falls and Trauma",0
310041,"Foreign Object Retained After Surgery",0
310041,"Air Embolism",0
310041,"Blood Incompatibility",0
310041,"Falls and Trauma",0.175
310044,"Foreign Object Retained After Surgery",0
310044,"Air Embolism",0
310044,"Blood Incompatibility",0
310044,"Falls and Trauma",0.875
310045,"Foreign Object Retained After Surgery",0
310045,"Air Embolism",0
310045,"Blood Incompatibility",0
310045,"Falls and Trauma",0.417
310047,"Foreign Object Retained After Surgery",0
310047,"Air Embolism",0
310047,"Blood Incompatibility",0
310047,"Falls and Trauma",0.165
310048,"Foreign Object Retained After Surgery",0
310048,"Air Embolism",0
310048,"Blood Incompatibility",0
310048,"Falls and Trauma",0.219
310050,"Foreign Object Retained After Surgery",0
310050,"Air Embolism",0
310050,"Blood Incompatibility",0
310050,"Falls and Trauma",0.282
310051,"Foreign Object Retained After Surgery",0
310051,"Air Embolism",0
310051,"Blood Incompatibility",0
310051,"Falls and Trauma",0.516
310052,"Foreign Object Retained After Surgery",0
310052,"Air Embolism",0
310052,"Blood Incompatibility",0
310052,"Falls and Trauma",0.075
310054,"Foreign Object Retained After Surgery",0
310054,"Air Embolism",0
310054,"Blood Incompatibility",0
310054,"Falls and Trauma",0
310057,"Foreign Object Retained After Surgery",0
310057,"Air Embolism",0
310057,"Blood Incompatibility",0
310057,"Falls and Trauma",0.135
310058,"Foreign Object Retained After Surgery",0
310058,"Air Embolism",0
310058,"Blood Incompatibility",0
310058,"Falls and Trauma",1.453
310060,"Foreign Object Retained After Surgery",0
310060,"Air Embolism",0
310060,"Blood Incompatibility",0
310060,"Falls and Trauma",0
310061,"Foreign Object Retained After Surgery",0
310061,"Air Embolism",0
310061,"Blood Incompatibility",0
310061,"Falls and Trauma",0.408
310064,"Foreign Object Retained After Surgery",0.073
310064,"Air Embolism",0
310064,"Blood Incompatibility",0
310064,"Falls and Trauma",0.22
310069,"Foreign Object Retained After Surgery",0
310069,"Air Embolism",0
310069,"Blood Incompatibility",0
310069,"Falls and Trauma",0.225
310070,"Foreign Object Retained After Surgery",0
310070,"Air Embolism",0
310070,"Blood Incompatibility",0
310070,"Falls and Trauma",0.407
310073,"Foreign Object Retained After Surgery",0
310073,"Air Embolism",0
310073,"Blood Incompatibility",0
310073,"Falls and Trauma",0.409
310074,"Foreign Object Retained After Surgery",0
310074,"Air Embolism",0
310074,"Blood Incompatibility",0
310074,"Falls and Trauma",0.242
310075,"Foreign Object Retained After Surgery",0
310075,"Air Embolism",0
310075,"Blood Incompatibility",0
310075,"Falls and Trauma",0.563
310076,"Foreign Object Retained After Surgery",0.077
310076,"Air Embolism",0
310076,"Blood Incompatibility",0
310076,"Falls and Trauma",0.307
310083,"Foreign Object Retained After Surgery",0
310083,"Air Embolism",0
310083,"Blood Incompatibility",0
310083,"Falls and Trauma",0
310084,"Foreign Object Retained After Surgery",0
310084,"Air Embolism",0
310084,"Blood Incompatibility",0
310084,"Falls and Trauma",0
310086,"Foreign Object Retained After Surgery",0
310086,"Air Embolism",0
310086,"Blood Incompatibility",0
310086,"Falls and Trauma",0.356
310092,"Foreign Object Retained After Surgery",0
310092,"Air Embolism",0
310092,"Blood Incompatibility",0
310092,"Falls and Trauma",0.299
310096,"Foreign Object Retained After Surgery",0
310096,"Air Embolism",0
310096,"Blood Incompatibility",0
310096,"Falls and Trauma",0.611
310108,"Foreign Object Retained After Surgery",0
310108,"Air Embolism",0
310108,"Blood Incompatibility",0
310108,"Falls and Trauma",0.197
310110,"Foreign Object Retained After Surgery",0.204
310110,"Air Embolism",0
310110,"Blood Incompatibility",0
310110,"Falls and Trauma",0.204
310111,"Foreign Object Retained After Surgery",0
310111,"Air Embolism",0
310111,"Blood Incompatibility",0
310111,"Falls and Trauma",0.314
310112,"Foreign Object Retained After Surgery",0
310112,"Air Embolism",0
310112,"Blood Incompatibility",0
310112,"Falls and Trauma",0.172
310113,"Foreign Object Retained After Surgery",0
310113,"Air Embolism",0
310113,"Blood Incompatibility",0
310113,"Falls and Trauma",0.422
310115,"Foreign Object Retained After Surgery",0
310115,"Air Embolism",0
310115,"Blood Incompatibility",0
310115,"Falls and Trauma",0.896
310118,"Foreign Object Retained After Surgery",0
310118,"Air Embolism",0
310118,"Blood Incompatibility",0
310118,"Falls and Trauma",0.946
310119,"Foreign Object Retained After Surgery",0
310119,"Air Embolism",0
310119,"Blood Incompatibility",0
310119,"Falls and Trauma",0.335
310130,"Foreign Object Retained After Surgery",0
310130,"Air Embolism",0
310130,"Blood Incompatibility",0
310130,"Falls and Trauma",0.776
320001,"Foreign Object Retained After Surgery",0
320001,"Air Embolism",0
320001,"Blood Incompatibility",0
320001,"Falls and Trauma",0.694
320002,"Foreign Object Retained After Surgery",0
320002,"Air Embolism",0
320002,"Blood Incompatibility",0
320002,"Falls and Trauma",0.493
320004,"Foreign Object Retained After Surgery",0
320004,"Air Embolism",0
320004,"Blood Incompatibility",0
320004,"Falls and Trauma",0.479
320005,"Foreign Object Retained After Surgery",0
320005,"Air Embolism",0
320005,"Blood Incompatibility",0
320005,"Falls and Trauma",0.843
320006,"Foreign Object Retained After Surgery",0
320006,"Air Embolism",0
320006,"Blood Incompatibility",0
320006,"Falls and Trauma",0
320009,"Foreign Object Retained After Surgery",0
320009,"Air Embolism",0
320009,"Blood Incompatibility",0
320009,"Falls and Trauma",0.326
320011,"Foreign Object Retained After Surgery",0
320011,"Air Embolism",0
320011,"Blood Incompatibility",0
320011,"Falls and Trauma",0
320017,"Foreign Object Retained After Surgery",0
320017,"Air Embolism",0
320017,"Blood Incompatibility",0
320017,"Falls and Trauma",0
320018,"Foreign Object Retained After Surgery",0
320018,"Air Embolism",0
320018,"Blood Incompatibility",0
320018,"Falls and Trauma",0
320021,"Foreign Object Retained After Surgery",0
320021,"Air Embolism",0
320021,"Blood Incompatibility",0
320021,"Falls and Trauma",0.226
320022,"Foreign Object Retained After Surgery",0
320022,"Air Embolism",0
320022,"Blood Incompatibility",0
320022,"Falls and Trauma",0
320030,"Foreign Object Retained After Surgery",0
320030,"Air Embolism",0
320030,"Blood Incompatibility",0
320030,"Falls and Trauma",0
320033,"Foreign Object Retained After Surgery",0
320033,"Air Embolism",0
320033,"Blood Incompatibility",0
320033,"Falls and Trauma",0
320059,"Foreign Object Retained After Surgery",0
320059,"Air Embolism",0
320059,"Blood Incompatibility",0
320059,"Falls and Trauma",0
320060,"Foreign Object Retained After Surgery",0
320060,"Air Embolism",0
320060,"Blood Incompatibility",0
320060,"Falls and Trauma",0
320061,"Foreign Object Retained After Surgery",0
320061,"Air Embolism",0
320061,"Blood Incompatibility",0
320061,"Falls and Trauma",0
320062,"Foreign Object Retained After Surgery",0
320062,"Air Embolism",0
320062,"Blood Incompatibility",0
320062,"Falls and Trauma",0
320063,"Foreign Object Retained After Surgery",0
320063,"Air Embolism",0
320063,"Blood Incompatibility",0
320063,"Falls and Trauma",0
320065,"Foreign Object Retained After Surgery",0
320065,"Air Embolism",0
320065,"Blood Incompatibility",0
320065,"Falls and Trauma",0
320074,"Foreign Object Retained After Surgery",0
320074,"Air Embolism",0
320074,"Blood Incompatibility",0
320074,"Falls and Trauma",2.421
320084,"Foreign Object Retained After Surgery",0
320084,"Air Embolism",0
320084,"Blood Incompatibility",0
320084,"Falls and Trauma",0
320085,"Foreign Object Retained After Surgery",0
320085,"Air Embolism",0
320085,"Blood Incompatibility",0
320085,"Falls and Trauma",0
320086,"Foreign Object Retained After Surgery",0
320086,"Air Embolism",0
320086,"Blood Incompatibility",0
320086,"Falls and Trauma",1.89
320090,"Foreign Object Retained After Surgery",0
320090,"Air Embolism",0
320090,"Blood Incompatibility",0
320090,"Falls and Trauma",0
320091,"Foreign Object Retained After Surgery",0
320091,"Air Embolism",0
320091,"Blood Incompatibility",0
320091,"Falls and Trauma",1.991
330005,"Foreign Object Retained After Surgery",0
330005,"Air Embolism",0
330005,"Blood Incompatibility",0
330005,"Falls and Trauma",0.614
330006,"Foreign Object Retained After Surgery",0
330006,"Air Embolism",0
330006,"Blood Incompatibility",0
330006,"Falls and Trauma",0.843
330009,"Foreign Object Retained After Surgery",0
330009,"Air Embolism",0
330009,"Blood Incompatibility",0
330009,"Falls and Trauma",0.782
330011,"Foreign Object Retained After Surgery",0.264
330011,"Air Embolism",0
330011,"Blood Incompatibility",0
330011,"Falls and Trauma",0.528
330013,"Foreign Object Retained After Surgery",0
330013,"Air Embolism",0
330013,"Blood Incompatibility",0
330013,"Falls and Trauma",0.792
330014,"Foreign Object Retained After Surgery",0
330014,"Air Embolism",0
330014,"Blood Incompatibility",0
330014,"Falls and Trauma",0
330019,"Foreign Object Retained After Surgery",0
330019,"Air Embolism",0
330019,"Blood Incompatibility",0
330019,"Falls and Trauma",0.335
330023,"Foreign Object Retained After Surgery",0
330023,"Air Embolism",0
330023,"Blood Incompatibility",0
330023,"Falls and Trauma",0.588
330024,"Foreign Object Retained After Surgery",0
330024,"Air Embolism",0
330024,"Blood Incompatibility",0
330024,"Falls and Trauma",0.563
330027,"Foreign Object Retained After Surgery",0
330027,"Air Embolism",0
330027,"Blood Incompatibility",0
330027,"Falls and Trauma",0.851
330028,"Foreign Object Retained After Surgery",0
330028,"Air Embolism",0
330028,"Blood Incompatibility",0
330028,"Falls and Trauma",0.256
330030,"Foreign Object Retained After Surgery",0
330030,"Air Embolism",0
330030,"Blood Incompatibility",0
330030,"Falls and Trauma",0
330033,"Foreign Object Retained After Surgery",0
330033,"Air Embolism",0
330033,"Blood Incompatibility",0
330033,"Falls and Trauma",0
330043,"Foreign Object Retained After Surgery",0.088
330043,"Air Embolism",0
330043,"Blood Incompatibility",0
330043,"Falls and Trauma",0.176
330044,"Foreign Object Retained After Surgery",0
330044,"Air Embolism",0
330044,"Blood Incompatibility",0
330044,"Falls and Trauma",0.444
330045,"Foreign Object Retained After Surgery",0
330045,"Air Embolism",0
330045,"Blood Incompatibility",0
330045,"Falls and Trauma",0.682
330046,"Foreign Object Retained After Surgery",0
330046,"Air Embolism",0
330046,"Blood Incompatibility",0
330046,"Falls and Trauma",0.401
330047,"Foreign Object Retained After Surgery",0
330047,"Air Embolism",0
330047,"Blood Incompatibility",0
330047,"Falls and Trauma",0
330049,"Foreign Object Retained After Surgery",0
330049,"Air Embolism",0
330049,"Blood Incompatibility",0
330049,"Falls and Trauma",0.582
330055,"Foreign Object Retained After Surgery",0.087
330055,"Air Embolism",0
330055,"Blood Incompatibility",0
330055,"Falls and Trauma",0.175
330056,"Foreign Object Retained After Surgery",0
330056,"Air Embolism",0
330056,"Blood Incompatibility",0
330056,"Falls and Trauma",0
330057,"Foreign Object Retained After Surgery",0
330057,"Air Embolism",0
330057,"Blood Incompatibility",0
330057,"Falls and Trauma",0.59
330058,"Foreign Object Retained After Surgery",0
330058,"Air Embolism",0
330058,"Blood Incompatibility",0
330058,"Falls and Trauma",0.629
330059,"Foreign Object Retained After Surgery",0.048
330059,"Air Embolism",0
330059,"Blood Incompatibility",0
330059,"Falls and Trauma",0.387
330065,"Foreign Object Retained After Surgery",0
330065,"Air Embolism",0
330065,"Blood Incompatibility",0
330065,"Falls and Trauma",0.95
330073,"Foreign Object Retained After Surgery",0
330073,"Air Embolism",0
330073,"Blood Incompatibility",0
330073,"Falls and Trauma",0
330074,"Foreign Object Retained After Surgery",0
330074,"Air Embolism",0
330074,"Blood Incompatibility",0
330074,"Falls and Trauma",1.037
330078,"Foreign Object Retained After Surgery",0
330078,"Air Embolism",0
330078,"Blood Incompatibility",0
330078,"Falls and Trauma",0
330079,"Foreign Object Retained After Surgery",0
330079,"Air Embolism",0
330079,"Blood Incompatibility",0
330079,"Falls and Trauma",0.743
330080,"Foreign Object Retained After Surgery",0
330080,"Air Embolism",0
330080,"Blood Incompatibility",0
330080,"Falls and Trauma",0
330085,"Foreign Object Retained After Surgery",0
330085,"Air Embolism",0
330085,"Blood Incompatibility",0
330085,"Falls and Trauma",0
330086,"Foreign Object Retained After Surgery",0
330086,"Air Embolism",0
330086,"Blood Incompatibility",0
330086,"Falls and Trauma",0
